100,100,100,22.564,2043.477,7933.959
100,10,190,9513.892,399.965,86.143
100,103,97,22.789,2041.44,7935.771
100,106,94,24.096,2043.99,7931.914
100,109,91,25.832,2045.676,7928.492
100,112,88,29.261,2044.478,7926.261
100,115,85,32.662,2045.114,7922.224
100,118,82,37.983,2049.259,7912.758
100,1,199,9927.452,62.782,9.766
100,121,79,45.214,2050.144,7904.642
100,124,76,54.482,2053.4,7892.118
100,127,73,66.872,2056.067,7877.061
100,130,70,83.275,2061.306,7855.419
100,13,187,8901.523,826.317,272.16
100,133,67,103.823,2064.189,7831.988
100,136,64,131.473,2071.562,7796.965
100,139,61,169.21,2080.444,7750.346
100,142,58,213.798,2090.059,7696.143
100,145,55,276.672,2102.143,7621.185
100,148,52,362.223,2121.88,7515.897
100,151,49,471.271,2140.294,7388.435
100,154,46,614.583,2163.984,7221.433
100,157,43,798.916,2194.524,7006.56
100,160,40,1048.746,2227.313,6723.941
100,16,184,7912.07,1361.073,726.857
100,163,37,1372.072,2268.7,6359.228
100,166,34,1803.481,2309.423,5887.096
100,169,31,2333.539,2345.698,5320.763
100,172,28,3062.955,2373.238,4563.807
100,175,25,3964.422,2355.179,3680.399
100,178,22,5161.44,2235.14,2603.42
100,181,19,6480.971,1933.119,1585.91
100,184,16,7955.149,1342.054,702.797
100,187,13,8884.969,835.437,279.594
100,190,10,9495.453,413.96,90.587
100,19,181,6528.046,1914.984,1556.97
100,193,7,9762.781,204.575,32.644
100,196,4,9869.628,114.008,16.364
100,199,1,9925.445,64.961,9.594
100,22,178,5161.46,2229.15,2609.39
100,25,175,3981.401,2354.571,3664.028
100,28,172,3058.773,2366.922,4574.305
100,31,169,2346.315,2341.665,5312.02
100,34,166,1798.014,2308.418,5893.568
100,37,163,1370.856,2266.529,6362.615
100,40,160,1045.295,2230.032,6724.673
100,4,196,9883.507,102.183,14.31
100,43,157,796.108,2195.106,7008.786
100,46,154,610.701,2160.29,7229.009
100,49,151,466.758,2138.47,7394.772
100,52,148,359.498,2116.529,7523.973
100,55,145,276.996,2100.986,7622.018
100,58,142,216.545,2089.162,7694.293
100,61,139,168.203,2078.819,7752.978
100,64,136,131.651,2072.358,7795.991
100,67,133,103.745,2062.307,7833.948
100,70,130,82.899,2058.724,7858.377
100,7,193,9779.957,189.737,30.306
100,73,127,67.198,2054.373,7878.429
100,76,124,54.6,2053.002,7892.398
100,79,121,45.139,2049.936,7904.925
100,82,118,38.406,2046.646,7914.948
100,85,115,32.912,2049.625,7917.463
100,88,112,28.691,2043.837,7927.472
100,91,109,25.757,2044.32,7929.923
100,94,106,24.28,2044.987,7930.733
100,97,103,22.971,2046.21,7930.819
10,100,190,9495.897,414.5,89.603
10,10,280,9999.865,0.042,0.093
10,103,187,9332.505,532.533,134.962
10,106,184,9002.957,756.773,240.27
10,109,181,8700.526,948.57,350.904
101,101,98,22.664,2042.682,7934.654
101,104,95,23.343,2046.21,7930.447
101,107,92,24.881,2043.88,7931.239
101,110,89,27.477,2046.419,7926.104
101,11,188,9287.033,567.454,145.513
101,113,86,30.619,2043.968,7925.413
101,116,83,35.411,2048.148,7916.441
101,119,80,41.178,2049.78,7909.042
10,112,178,8263.74,1191.035,545.225
101,122,77,49.107,2048.651,7902.242
101,125,74,60.089,2053.523,7886.388
101,128,71,75.049,2059.986,7864.965
101,131,68,92.458,2062.708,7844.834
101,134,65,116.466,2068.2,7815.334
101,137,62,148.429,2073.385,7778.186
101,140,59,190.141,2083.2,7726.659
101,14,185,8482.998,1069.426,447.576
101,143,56,243.338,2098.016,7658.646
101,146,53,316.063,2108.044,7575.893
101,149,50,412.436,2128.354,7459.21
10,115,175,7791.044,1429.352,779.604
101,152,47,536.002,2150.384,7313.614
101,155,44,702.755,2179.975,7117.27
101,158,41,921.261,2209.019,6869.72
101,161,38,1202.53,2242.211,6555.259
101,164,35,1583.462,2288.827,6127.711
101,167,32,2066.682,2327.635,5605.683
101,170,29,2704.193,2358.268,4937.539
101,17,182,7275.341,1645.92,1078.739
101,173,26,3488.484,2368.735,4142.781
101,176,23,4545.893,2313.612,3140.495
101,179,20,5813.247,2114.604,2072.149
10,118,172,7391.734,1604.639,1003.627
101,182,17,7259.036,1655.614,1085.35
101,185,14,8545.578,1027.047,427.375
101,188,11,9288.963,564.137,146.9
101,191,8,9659.139,289.667,51.194
101,194,5,9837.201,141.898,20.901
101,197,2,9909.752,78.655,11.593
101,20,179,5827.764,2100.709,2071.527
10,121,169,6857.106,1810.906,1331.988
101,2,197,9909.721,78.829,11.45
101,23,176,4531.879,2311.278,3156.843
10,124,166,6604.98,1876.986,1518.034
101,26,173,3498.02,2368.384,4133.596
10,127,163,6255.578,1992.363,1752.059
10,1,289,9999.973,0.008,0.019
101,29,170,2696.752,2360.465,4942.783
10,130,160,5964.846,2063.386,1971.768
101,32,167,2061.406,2324.262,5614.332
10,13,277,9999.876,0.033,0.091
10,133,157,5746.417,2119.148,2134.435
101,35,164,1574.839,2284.777,6140.384
10,136,154,5614.682,2142.811,2242.507
101,38,161,1205.293,2245.575,6549.132
10,139,151,5538.332,2150.283,2311.385
101,41,158,915.635,2205.698,6878.667
10,142,148,5376.744,2187.554,2435.702
101,44,155,698.291,2177.926,7123.783
10,145,145,5393.908,2181.772,2424.32
101,47,152,539.178,2151.25,7309.572
10,148,142,5425.975,2179.845,2394.18
101,50,149,410.615,2129.787,7459.598
10,151,139,5454.32,2167.18,2378.5
101,5,194,9825.302,153.017,21.681
101,53,146,316.786,2113.688,7569.526
10,154,136,5574.878,2155.02,2270.102
101,56,143,244.101,2095.675,7660.224
10,157,133,5804.133,2100.284,2095.583
101,59,140,189.571,2084.249,7726.18
10,160,130,6015.987,2054.126,1929.887
101,62,137,149.901,2079.453,7770.646
10,16,274,9999.779,0.074,0.147
10,163,127,6261.935,1998.787,1739.278
101,65,134,116.312,2065.497,7818.191
10,166,124,6551.484,1908.919,1539.597
101,68,131,93.632,2064.161,7842.207
10,169,121,6943.232,1777.48,1279.288
101,71,128,74.722,2056.99,7868.288
10,172,118,7352.38,1625.518,1022.102
101,74,125,61.017,2052.495,7886.488
10,175,115,7833.794,1408.672,757.534
101,77,122,50.132,2050.003,7899.865
10,178,112,8265.118,1193.281,541.601
101,80,119,41.553,2048.092,7910.355
10,181,109,8666.596,963.237,370.167
101,8,191,9672.891,276.495,50.614
101,83,116,34.697,2045.411,7919.892
10,184,106,9008.836,754.321,236.843
101,86,113,30.476,2041.688,7927.836
10,187,103,9294.519,560.208,145.273
101,89,110,27.528,2044.996,7927.476
10,190,100,9523.257,393.629,83.114
101,92,107,24.858,2046.116,7929.026
10,19,271,9999.723,0.082,0.195
10,193,97,9681.668,271.208,47.124
101,95,104,23.53,2040.459,7936.011
10,196,94,9772.769,195.576,31.655
101,98,101,22.656,2043.289,7934.055
10,199,91,9839.969,139.275,20.756
10,202,88,9896.817,89.99,13.193
10,205,85,9919.826,69.869,10.305
10,208,82,9945.431,46.87,7.699
10,211,79,9957.46,36.298,6.242
10,214,76,9969.104,26.233,4.663
10,217,73,9974.619,20.843,4.538
10,220,70,9980.511,15.686,3.803
10,22,268,9999.569,0.17,0.261
10,223,67,9985.236,11.761,3.003
10,226,64,9989.46,8.102,2.438
10,229,61,9991.608,6.256,2.136
10,232,58,9992.675,5.236,2.089
10,235,55,9994.539,3.728,1.733
10,238,52,9995.516,2.977,1.507
10,241,49,9996.413,2.43,1.157
10,244,46,9997.263,1.69,1.047
10,247,43,9997.79,1.27,0.94
10,250,40,9997.934,1.23,0.836
10,25,265,9999.411,0.228,0.361
10,253,37,9998.531,0.774,0.695
10,256,34,9998.898,0.584,0.518
10,259,31,9999.15,0.384,0.466
10,262,28,9999.37,0.263,0.367
10,265,25,9999.459,0.209,0.332
10,268,22,9999.614,0.124,0.262
10,271,19,9999.69,0.113,0.197
10,274,16,9999.741,0.083,0.176
10,277,13,9999.867,0.04,0.093
10,280,10,9999.901,0.023,0.076
10,28,262,9999.214,0.365,0.421
10,283,7,9999.926,0.02,0.054
10,286,4,9999.956,0.013,0.031
10,289,1,9999.968,0.004,0.028
103,100,97,22.626,2041.573,7935.801
103,10,187,9314.139,544.179,141.682
103,103,94,23.778,2041.887,7934.335
103,106,91,24.952,2041.994,7933.054
103,109,88,27.692,2046.136,7926.172
103,112,85,31.224,2046.528,7922.248
103,115,82,35.64,2048.22,7916.14
103,118,79,41.755,2050.962,7907.283
103,1,196,9909.117,79.756,11.127
103,121,76,50.328,2054.275,7895.397
103,124,73,61.393,2056.125,7882.482
10,31,259,9999.154,0.393,0.453
103,127,70,74.9,2058.056,7867.044
103,130,67,93.958,2063.716,7842.326
103,13,184,8501.386,1062.689,435.925
103,133,64,118.582,2069.1,7812.318
103,136,61,151.291,2079.221,7769.488
103,139,58,192.933,2087.381,7719.686
103,142,55,246.998,2094.877,7658.125
103,145,52,318.522,2111.922,7569.556
103,148,49,418.529,2131.358,7450.113
103,151,46,541.788,2154.785,7303.427
103,154,43,709.879,2180.145,7109.976
103,157,40,929.548,2210.027,6860.425
103,160,37,1222.648,2248.444,6528.908
103,16,181,7318.858,1638.898,1042.244
103,163,34,1597.659,2285.585,6116.756
103,166,31,2088.25,2326.057,5585.693
103,169,28,2719.399,2359.868,4920.733
103,172,25,3543.556,2363.17,4093.274
103,175,22,4577.402,2307.117,3115.481
103,178,19,5864.255,2086.362,2049.383
103,181,16,7352.723,1620.133,1027.144
103,184,13,8534.88,1038.446,426.674
103,187,10,9308.736,550.787,140.477
103,190,7,9652.124,294.367,53.509
103,19,178,5845.319,2101.313,2053.368
103,193,4,9837.214,142.139,20.647
103,196,1,9900.885,85.905,13.21
103,22,175,4556.51,2308.306,3135.184
103,25,172,3541.515,2365.076,4093.409
103,28,169,2717.57,2364.751,4917.679
103,31,166,2103.633,2329.03,5567.337
103,34,163,1598.037,2287.069,6114.894
103,37,160,1223.96,2247.141,6528.899
103,40,157,938.38,2211.11,6850.51
103,4,193,9832.669,144.647,22.684
10,34,256,9999.044,0.482,0.474
103,43,154,708.728,2179.808,7111.464
103,46,151,546.795,2154.141,7299.064
103,49,148,416.524,2130.78,7452.696
103,52,145,323.29,2111.028,7565.682
103,55,142,245.743,2096.93,7657.327
103,58,139,192.97,2085.361,7721.669
103,61,136,150.735,2076.234,7773.031
103,64,133,117.712,2066.794,7815.494
103,67,130,93.891,2063.286,7842.823
103,70,127,75.425,2058.206,7866.369
103,7,190,9682.797,269.692,47.511
10,37,253,9998.352,0.965,0.683
103,73,124,61.585,2055.477,7882.938
103,76,121,49.505,2051.177,7899.318
103,79,118,42.347,2051.3,7906.353
103,82,115,35.293,2045.494,7919.213
103,85,112,31.229,2045.477,7923.294
103,88,109,27.392,2045.544,7927.064
103,91,106,25.468,2042.627,7931.905
103,94,103,23.676,2045.466,7930.858
103,97,100,23.144,2042.906,7933.95
10,40,250,9998.044,1.083,0.873
104,101,95,23.654,2044.236,7932.11
104,104,92,24.2,2044.21,7931.59
104,107,89,26.432,2045.8,7927.768
104,110,86,29.291,2042.407,7928.302
104,11,185,8976.584,771.013,252.403
104,113,83,33.853,2045.051,7921.096
104,116,80,38.732,2045.456,7915.812
104,119,77,45.625,2049.174,7905.201
104,122,74,55.851,2052.296,7891.853
104,125,71,67.986,2057.608,7874.406
104,128,68,84.716,2060.959,7854.325
104,131,65,105.916,2065.905,7828.179
104,134,62,134.962,2073.044,7791.994
104,137,59,171.111,2079.95,7748.939
104,140,56,218.962,2090.981,7690.057
104,14,182,8010.438,1324.135,665.427
104,143,53,283.974,2105.204,7610.822
104,146,50,368.661,2120.075,7511.264
104,149,47,481.303,2140.247,7378.45
104,152,44,621.887,2163.845,7214.268
104,155,41,817.039,2196.021,6986.94
104,158,38,1070.972,2227.886,6701.142
104,161,35,1412.792,2272.157,6315.051
104,164,32,1840.242,2310.036,5849.722
104,167,29,2407.96,2346.794,5245.246
104,170,26,3128.185,2366.236,4505.579
104,17,179,6603.796,1895.233,1500.971
104,173,23,4050.824,2348.104,3601.072
104,176,20,5210.758,2221.949,2567.293
104,179,17,6596.922,1895.089,1507.989
104,182,14,7956.804,1347.097,696.099
104,185,11,8991.981,761.716,246.303
104,188,8,9508.981,404.493,86.526
104,191,5,9780.802,189.916,29.282
104,194,2,9871.612,111.644,16.744
104,20,176,5208.283,2226.813,2564.904
104,2,194,9875.768,109.057,15.175
104,23,173,4044.916,2345.881,3609.203
104,26,170,3154.143,2371.376,4474.481
10,4,286,9999.956,0.006,0.038
104,29,167,2416.057,2346.468,5237.475
104,32,164,1843.484,2309.272,5847.244
10,43,247,9997.831,1.357,0.812
